求人番号,職種,仕事の内容,賃金,就業時間,就業場所,URL
,営業職,・新規、既存顧客へ案件受注や当社技術者の提案・契約締結に伴う契約書類の作成・顧客及び社員のフォロー,,"										（1）09時00分〜18時00分
",茨城県水戸市,https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=0801000531811&kJKbn=1&jGSHNo=e5ds1SqWcOPOsl5%2B3BR96w%3D%3D&fullPart=1&iNFTeikyoRiyoDtiID=&kSNo=&newArrived=&tatZngy=1&shogaiKbn=0
